DataId; RankerBuildTimes; Best10Loss; Best11Loss; Best12Loss; Best13Loss; Best14Loss; Best15Loss; Best16Loss; Best17Loss; Best18Loss; Best19Loss; Best1Loss; Best20Loss; Best21Loss; Best22Loss; Best2Loss; Best3Loss; Best4Loss; Best5Loss; Best6Loss; Best7Loss; Best8Loss; Best9Loss; KendallRankCorrelation; KendallRankCorrelationWithTies; MaxDiff; NDCGAtK_DCGAtK_10; NDCGAtK_DCGAtK_22; NDCGAtK_DCGAtK_3; NDCGAtK_DCGAtK_5; RankerPredictTimes; actual_ranking; classifier_string; fold_number; predicted_ranking
1520.0; 13708.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 22.857143; 0.0; 0.0; 0.0; 22.857143; 22.857143; 22.857143; 0.0; 0.0; 0.0; 0.0; 0.0; 0.3246753246753247; 0.30636407004814636; 74.285714; 0.6616208261020113; 0.8881372934170932; 0.6137086565109312; 0.576113010808579; 76.0; RandomForest, BayesNet, IBk, JRip, RandomTree, REPTree, NaiveBayes, DecisionTable, J48, PART, MultilayerPerceptron, SimpleLogistic, LMT, KStar, Logistic, OneR, SMO, DecisionStump, ZeroR, NaiveBayesMultinomial, SGD, VotedPerceptron, ; InstanceBasedLabelRankingKemenyYoung; 0; SimpleLogistic, LMT, SMO, Logistic, RandomForest, NaiveBayes, PART, BayesNet, DecisionTable, JRip, MultilayerPerceptron, KStar, J48, REPTree, IBk, RandomTree, OneR, DecisionStump, ZeroR, NaiveBayesMultinomial, SGD, VotedPerceptron, 
736.0; 13708.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 3.333332999999996; 0.0; 0.0; 0.0; 3.333332999999996; 3.333332999999996; 3.333332999999996; 0.0; 0.0; 0.0; 0.0; 0.0; 0.31601731601731603; 0.3349850354361013; 18.666666999999997; 0.7739152110068234; 0.9010747139732048; 0.6685465365300056; 0.6683453910489243; 4.0; DecisionTable, PART, DecisionStump, J48, SGD, Logistic, SMO, NaiveBayes, SimpleLogistic, LMT, BayesNet, NaiveBayesMultinomial, MultilayerPerceptron, OneR, REPTree, IBk, JRip, VotedPerceptron, RandomForest, KStar, RandomTree, ZeroR, ; InstanceBasedLabelRankingKemenyYoung; 0; LMT, RandomForest, SimpleLogistic, JRip, PART, DecisionTable, SMO, BayesNet, SGD, J48, MultilayerPerceptron, REPTree, DecisionStump, Logistic, NaiveBayes, OneR, VotedPerceptron, KStar, RandomTree, IBk, ZeroR, NaiveBayesMultinomial, 
957.0; 13708.0; 0.16528900000000135; 0.16528900000000135; 0.16528900000000135; 0.16528900000000135; 0.16528900000000135; 0.0; 0.0; 0.0; 0.0; 0.0; 1.6528919999999943; 0.0; 0.0; 0.0; 0.6611570000000029; 0.16528900000000135; 0.16528900000000135; 0.16528900000000135; 0.16528900000000135; 0.16528900000000135; 0.16528900000000135; 0.16528900000000135; 0.4025974025974026; 0.4114031797789394; 79.669421; 0.7289042817525048; 0.8943182255162804; 0.565730334835126; 0.7195886589030916; 6.0; OneR, SGD, SMO, DecisionTable, SimpleLogistic, RandomForest, DecisionStump, REPTree, BayesNet, Logistic, LMT, J48, VotedPerceptron, ZeroR, NaiveBayes, JRip, PART, KStar, RandomTree, MultilayerPerceptron, IBk, NaiveBayesMultinomial, ; InstanceBasedLabelRankingKemenyYoung; 0; LMT, SimpleLogistic, SMO, DecisionTable, RandomForest, J48, REPTree, MultilayerPerceptron, SGD, PART, JRip, Logistic, VotedPerceptron, ZeroR, OneR, DecisionStump, KStar, BayesNet, NaiveBayes, IBk, RandomTree, NaiveBayesMultinomial, 
40647.0; 13708.0; 7.0292889999999915; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 7.0292889999999915; 0.0; 0.0; 0.0; 7.0292889999999915; 7.0292889999999915; 7.0292889999999915; 7.0292889999999915; 7.0292889999999915; 7.0292889999999915; 7.0292889999999915; 7.0292889999999915; 0.6623376623376623; 0.6623376623376623; 77.531381; 0.9326520300964729; 0.9492989126670608; 0.8077604919981435; 0.8460305237921733; 2.0; J48, JRip, RandomForest, MultilayerPerceptron, PART, KStar, IBk, REPTree, DecisionTable, LMT, RandomTree, ZeroR, DecisionStump, OneR, SMO, SGD, VotedPerceptron, Logistic, BayesNet, NaiveBayes, SimpleLogistic, NaiveBayesMultinomial, ; InstanceBasedLabelRankingKemenyYoung; 0; JRip, RandomForest, MultilayerPerceptron, IBk, LMT, REPTree, DecisionTable, PART, SMO, KStar, J48, RandomTree, SGD, OneR, ZeroR, SimpleLogistic, DecisionStump, Logistic, NaiveBayes, BayesNet, VotedPerceptron, NaiveBayesMultinomial, 
826.0; 13708.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 3.4117650000000026; 0.0; 0.0; 0.0; 3.4117650000000026; 3.4117650000000026; 3.4117650000000026; 3.4117650000000026; 3.4117650000000026; 2.7058820000000026; 2.0; 2.0; 0.4805194805194805; 0.4934686019722091; 70.0; 0.7894566350300034; 0.9123838314935118; 0.6114831591852337; 0.7036043818650584; 3.0; DecisionTable, J48, JRip, LMT, MultilayerPerceptron, PART, RandomForest, OneR, DecisionStump, SimpleLogistic, SMO, SGD, REPTree, BayesNet, Logistic, NaiveBayes, KStar, IBk, VotedPerceptron, RandomTree, ZeroR, NaiveBayesMultinomial, ; InstanceBasedLabelRankingKemenyYoung; 0; LMT, SimpleLogistic, RandomForest, SMO, Logistic, PART, JRip, J48, BayesNet, DecisionTable, MultilayerPerceptron, REPTree, KStar, SGD, NaiveBayes, DecisionStump, OneR, VotedPerceptron, RandomTree, IBk, ZeroR, NaiveBayesMultinomial, 
718.0; 13708.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.8080810000000014; 0.0; 0.0; 0.0; 0.33670000000000755; 0.33670000000000755; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.8095238095238095; 0.8069433301750872; 85.252525; 0.9816130415343759; 0.9833789798813606; 0.9585885059860059; 0.9396718017363446; 2.0; DecisionTable, JRip, LMT, BayesNet, J48, REPTree, RandomForest, PART, OneR, DecisionStump, Logistic, RandomTree, NaiveBayes, SimpleLogistic, SMO, VotedPerceptron, MultilayerPerceptron, SGD, KStar, ZeroR, IBk, NaiveBayesMultinomial, ; InstanceBasedLabelRankingKemenyYoung; 0; LMT, JRip, RandomForest, DecisionTable, J48, REPTree, BayesNet, PART, DecisionStump, OneR, SimpleLogistic, NaiveBayes, RandomTree, MultilayerPerceptron, SMO, Logistic, SGD, VotedPerceptron, KStar, IBk, ZeroR, NaiveBayesMultinomial, 
870.0; 13708.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.8874458874458875; 0.8937114301939139; 87.891156; 0.9872502302673325; 0.9927403089818311; 0.9775332860289039; 0.97298225504882; 11.0; MultilayerPerceptron, RandomForest, J48, PART, LMT, REPTree, RandomTree, JRip, KStar, DecisionTable, BayesNet, IBk, DecisionStump, OneR, SimpleLogistic, NaiveBayes, SGD, SMO, Logistic, VotedPerceptron, ZeroR, NaiveBayesMultinomial, ; InstanceBasedLabelRankingKemenyYoung; 0; RandomForest, MultilayerPerceptron, LMT, J48, JRip, REPTree, PART, RandomTree, DecisionTable, BayesNet, KStar, OneR, IBk, DecisionStump, SimpleLogistic, SMO, NaiveBayes, SGD, Logistic, VotedPerceptron, ZeroR, NaiveBayesMultinomial, 
950.0; 13708.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.6623376623376623; 0.6585439935525694; 99.272727; 0.8782566417055943; 0.9526392114019661; 0.7560322480224924; 0.8885092839192583; 4.0; BayesNet, NaiveBayes, MultilayerPerceptron, SGD, SMO, SimpleLogistic, DecisionTable, JRip, OneR, DecisionStump, LMT, REPTree, Logistic, RandomForest, IBk, RandomTree, PART, KStar, ZeroR, J48, VotedPerceptron, NaiveBayesMultinomial, ; InstanceBasedLabelRankingKemenyYoung; 0; SMO, SGD, NaiveBayes, SimpleLogistic, MultilayerPerceptron, LMT, DecisionTable, JRip, BayesNet, RandomForest, Logistic, IBk, PART, REPTree, OneR, KStar, RandomTree, DecisionStump, J48, VotedPerceptron, ZeroR, NaiveBayesMultinomial, 
967.0; 13708.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.5238095238095238; 0.5260919290587461; 89.915966; 0.8212013663781268; 0.9525672309017681; 0.804832570692139; 0.7963179436980763; 4.0; LMT, SimpleLogistic, SGD, SMO, IBk, RandomForest, MultilayerPerceptron, KStar, JRip, RandomTree, PART, J48, DecisionTable, DecisionStump, NaiveBayes, BayesNet, Logistic, OneR, REPTree, VotedPerceptron, ZeroR, NaiveBayesMultinomial, ; InstanceBasedLabelRankingKemenyYoung; 0; LMT, SimpleLogistic, SMO, RandomForest, NaiveBayes, MultilayerPerceptron, PART, BayesNet, JRip, DecisionStump, J48, Logistic, DecisionTable, IBk, KStar, RandomTree, SGD, OneR, ZeroR, REPTree, VotedPerceptron, NaiveBayesMultinomial, 
40654.0; 13708.0; 1.0460259999999977; 1.0460259999999977; 1.0460259999999977; 1.0460259999999977; 1.0460259999999977; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0460259999999977; 0.0; 0.0; 0.0; 1.0460259999999977; 1.0460259999999977; 1.0460259999999977; 1.0460259999999977; 1.0460259999999977; 1.0460259999999977; 1.0460259999999977; 1.0460259999999977; 0.19480519480519481; 0.20222173518033235; 55.355649; 0.6397998963865928; 0.8407837497947346; 0.25199677188141095; 0.4988855023397844; 2.0; KStar, IBk, RandomForest, MultilayerPerceptron, DecisionTable, J48, REPTree, PART, RandomTree, Logistic, SMO, SimpleLogistic, LMT, NaiveBayes, SGD, BayesNet, JRip, VotedPerceptron, DecisionStump, OneR, ZeroR, NaiveBayesMultinomial, ; InstanceBasedLabelRankingKemenyYoung; 0; MultilayerPerceptron, VotedPerceptron, PART, J48, DecisionTable, LMT, Logistic, SimpleLogistic, BayesNet, ZeroR, SMO, SGD, JRip, REPTree, KStar, RandomForest, RandomTree, IBk, DecisionStump, NaiveBayes, OneR, NaiveBayesMultinomial, 
